holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,traffic_volume,month,weekday,hour
None,279.93,0.0,0.0,1,Clear,349,May,Friday,3
None,279.36,0.0,0.0,1,Clear,844,May,Friday,4
None,279.0,0.0,0.0,75,Clouds,2676,May,Friday,5
None,279.61,0.0,0.0,75,Drizzle,5592,May,Friday,6
None,279.61,0.0,0.0,75,Rain,5592,May,Friday,6
None,279.16,0.76,0.0,90,Rain,6102,May,Friday,7
None,278.07,1.69,0.0,90,Rain,5340,May,Friday,8
None,278.07,1.69,0.0,90,Mist,5340,May,Friday,8
None,278.07,1.69,0.0,90,Drizzle,5340,May,Friday,8
None,277.99,1.69,0.0,90,Rain,5101,May,Friday,9
None,277.99,1.69,0.0,90,Drizzle,5101,May,Friday,9
None,278.35,0.98,0.0,90,Rain,4736,May,Friday,10
None,278.35,0.98,0.0,90,Mist,4736,May,Friday,10
None,278.35,0.98,0.0,90,Drizzle,4736,May,Friday,10
None,278.85,0.0,0.0,90,Drizzle,5115,May,Friday,11
None,278.85,0.0,0.0,90,Rain,5115,May,Friday,11
None,279.74,0.0,0.0,90,Drizzle,5454,May,Friday,12
None,279.74,0.0,0.0,90,Rain,5454,May,Friday,12
None,280.66,0.25,0.0,90,Rain,5368,May,Friday,13
None,281.04,0.0,0.0,90,Rain,5563,May,Friday,14
None,281.04,0.0,0.0,90,Clouds,5830,May,Friday,15
None,280.89,0.0,0.0,90,Clouds,6350,May,Friday,16
None,280.18,0.0,0.0,90,Clouds,5419,May,Friday,17
None,279.56,0.0,0.0,90,Clouds,4788,May,Friday,18
None,279.04,0.0,0.0,90,Clouds,3865,May,Friday,19
None,278.37,0.0,0.0,90,Clouds,3309,May,Friday,20
None,277.96,0.0,0.0,90,Clouds,2983,May,Friday,21
None,277.63,0.0,0.0,75,Clouds,2615,May,Friday,22
None,277.4,0.0,0.0,75,Clouds,1873,May,Friday,23
None,277.26,0.0,0.0,90,Clouds,1257,May,Saturday,0
None,276.97,0.0,0.0,90,Clouds,972,May,Saturday,1
None,276.57,0.0,0.0,90,Clouds,822,May,Saturday,2
None,275.88,0.0,0.0,90,Clouds,411,May,Saturday,3
None,274.98,0.0,0.0,20,Clouds,486,May,Saturday,4
None,274.36,0.0,0.0,20,Clouds,817,May,Saturday,5
None,273.9,0.0,0.0,20,Clouds,1162,May,Saturday,6
None,274.24,0.0,0.0,20,Clouds,1730,May,Saturday,7
None,274.91,0.0,0.0,20,Clouds,2748,May,Saturday,8
None,275.68,0.0,0.0,75,Clouds,3604,May,Saturday,9
None,276.63,0.0,0.0,90,Clouds,3547,May,Saturday,10
None,277.46,0.0,0.0,75,Clouds,4069,May,Saturday,11
None,278.79,0.0,0.0,40,Clouds,4480,May,Saturday,12
None,279.8,0.0,0.0,40,Clouds,4220,May,Saturday,13
None,281.12,0.0,0.0,20,Clouds,4355,May,Saturday,14
None,282.08,0.0,0.0,40,Clouds,4223,May,Saturday,15
None,283.15,0.0,0.0,40,Clouds,4407,May,Saturday,16
None,283.77,0.0,0.0,40,Clouds,4403,May,Saturday,17
None,283.23,0.0,0.0,40,Clouds,4031,May,Saturday,18
None,282.71,0.0,0.0,40,Clouds,3707,May,Saturday,19
None,281.72,0.0,0.0,40,Clouds,3154,May,Saturday,20
None,279.92,0.0,0.0,20,Clouds,3196,May,Saturday,21
None,278.42,0.0,0.0,20,Clouds,3427,May,Saturday,22
None,276.67,0.0,0.0,20,Clouds,2225,May,Saturday,23
None,275.41,0.0,0.0,1,Haze,1687,May,Sunday,0
None,274.0,0.0,0.0,1,Clear,972,May,Sunday,1
None,273.29,0.0,0.0,1,Clear,822,May,Sunday,2
None,273.21,0.0,0.0,1,Clear,411,May,Sunday,3
None,273.04,0.0,0.0,1,Clear,486,May,Sunday,4
None,273.37,0.0,0.0,20,Clouds,698,May,Sunday,5
None,273.55,0.0,0.0,20,Clouds,960,May,Sunday,6
None,274.99,0.0,0.0,1,Clear,1391,May,Sunday,7
None,278.4,0.0,0.0,1,Clear,2002,May,Sunday,8
None,281.49,0.0,0.0,1,Clear,2914,May,Sunday,9
None,283.86,0.0,0.0,1,Clear,3644,May,Sunday,10
None,285.69,0.0,0.0,20,Clouds,3858,May,Sunday,11
None,287.26,0.0,0.0,20,Clouds,4142,May,Sunday,12
None,288.25,0.0,0.0,40,Clouds,4530,May,Sunday,13
None,289.27,0.0,0.0,75,Clouds,4765,May,Sunday,14
None,289.85,0.0,0.0,75,Clouds,4442,May,Sunday,15
None,290.7,0.0,0.0,40,Clouds,5040,May,Sunday,16
None,290.85,0.0,0.0,40,Clouds,4643,May,Sunday,17
None,290.78,0.0,0.0,40,Clouds,4032,May,Sunday,18
None,290.51,0.0,0.0,40,Clouds,3259,May,Sunday,19
None,289.18,0.0,0.0,40,Clouds,3078,May,Sunday,20
None,287.08,0.0,0.0,75,Clouds,2857,May,Sunday,21
None,286.67,0.0,0.0,75,Clouds,2162,May,Sunday,22
None,286.28,0.0,0.0,75,Clouds,1572,May,Sunday,23
None,286.43,0.0,0.0,75,Clouds,667,May,Monday,0
None,286.61,0.0,0.0,75,Clouds,394,May,Monday,1
None,285.39,0.0,0.0,90,Rain,285,May,Monday,2
None,284.6,0.0,0.0,90,Clouds,340,May,Monday,3
None,282.53,0.0,0.0,40,Clouds,854,May,Monday,4
None,280.8,0.0,0.0,40,Clouds,2855,May,Monday,5
None,280.24,0.0,0.0,40,Clouds,5922,May,Monday,6
None,284.03,0.0,0.0,20,Clouds,5853,May,Monday,8
None,285.77,0.0,0.0,20,Clouds,4907,May,Monday,9
None,287.33,0.0,0.0,20,Clouds,4389,May,Monday,10
None,288.76,0.0,0.0,20,Clouds,4564,May,Monday,11
None,289.42,0.0,0.0,20,Clouds,4837,May,Monday,12
None,289.58,0.0,0.0,20,Clouds,4703,May,Monday,13
None,289.72,0.0,0.0,20,Clouds,5165,May,Monday,14
None,290.73,0.0,0.0,40,Clouds,5598,May,Monday,15
None,290.28,0.0,0.0,40,Clouds,6144,May,Monday,16
None,290.19,0.0,0.0,40,Clouds,5648,May,Monday,17
None,289.81,0.0,0.0,75,Clouds,4297,May,Monday,18
None,289.34,0.0,0.0,40,Clouds,3077,May,Monday,19
None,288.45,0.0,0.0,20,Clouds,2764,May,Monday,20
None,286.12,0.0,0.0,20,Clouds,2846,May,Monday,21
None,283.87,0.0,0.0,20,Clouds,1806,May,Monday,22
None,282.64,0.0,0.0,20,Clouds,1035,May,Monday,23
None,282.91,0.0,0.0,20,Clouds,614,May,Tuesday,0
None,282.66,0.0,0.0,1,Clear,372,May,Tuesday,1
None,281.66,0.0,0.0,1,Clear,258,May,Tuesday,2
None,281.58,0.0,0.0,20,Clouds,324,May,Tuesday,3
None,280.97,0.0,0.0,90,Clouds,896,May,Tuesday,4
None,280.12,0.0,0.0,90,Clouds,2956,May,Tuesday,5
None,279.19,0.0,0.0,40,Clouds,6095,May,Tuesday,6
None,280.36,0.0,0.0,40,Clouds,6807,May,Tuesday,7
None,282.73,0.0,0.0,75,Clouds,6085,May,Tuesday,8
None,284.72,0.0,0.0,20,Clouds,5177,May,Tuesday,9
None,286.16,0.0,0.0,20,Clouds,4455,May,Tuesday,10
None,287.0,0.0,0.0,1,Clear,4777,May,Tuesday,11
None,288.42,0.0,0.0,20,Clouds,4799,May,Tuesday,12
None,289.1,0.0,0.0,20,Clouds,4945,May,Tuesday,13
None,289.98,0.0,0.0,20,Clouds,5189,May,Tuesday,14
None,290.36,0.0,0.0,20,Clouds,5817,May,Tuesday,15
None,290.42,0.0,0.0,20,Clouds,6360,May,Tuesday,16
None,290.66,0.0,0.0,20,Clouds,6032,May,Tuesday,17
None,290.24,0.0,0.0,20,Clouds,4459,May,Tuesday,18
None,289.54,0.0,0.0,20,Haze,2631,May,Tuesday,19
None,288.64,0.0,0.0,20,Clouds,2739,May,Tuesday,20
None,285.89,0.0,0.0,20,Clouds,2438,May,Tuesday,21
None,282.84,0.0,0.0,20,Clouds,1736,May,Tuesday,22
None,281.17,0.0,0.0,20,Clouds,1115,May,Tuesday,23
None,280.01,0.0,0.0,1,Clear,588,May,Wednesday,0
None,279.16,0.0,0.0,1,Clear,333,May,Wednesday,1
None,278.29,0.0,0.0,1,Clear,302,May,Wednesday,2
None,277.58,0.0,0.0,1,Clear,360,May,Wednesday,3
None,277.01,0.0,0.0,1,Clear,905,May,Wednesday,4
None,276.82,0.0,0.0,1,Clear,2982,May,Wednesday,5
None,276.27,0.0,0.0,1,Clear,6045,May,Wednesday,6
None,278.16,0.0,0.0,1,Haze,6669,May,Wednesday,7
None,283.0,0.0,0.0,1,Clear,5742,May,Wednesday,8
None,286.94,0.0,0.0,1,Clear,5139,May,Wednesday,9
None,289.34,0.0,0.0,5,Clear,4572,May,Wednesday,10
None,290.69,0.0,0.0,1,Clear,4784,May,Wednesday,11
None,291.45,0.0,0.0,40,Clouds,4940,May,Wednesday,12
None,291.56,0.0,0.0,20,Clouds,4991,May,Wednesday,13
None,292.37,0.0,0.0,20,Clouds,5494,May,Wednesday,14
None,292.78,0.0,0.0,20,Clouds,5617,May,Wednesday,15
None,293.4,0.0,0.0,20,Clouds,6472,May,Wednesday,16
None,293.4,0.0,0.0,20,Clouds,6147,May,Wednesday,17
None,293.23,0.0,0.0,20,Clouds,4201,May,Wednesday,18
None,292.55,0.0,0.0,1,Clear,2490,May,Wednesday,19
None,291.23,0.0,0.0,20,Clouds,2617,May,Wednesday,20
None,287.7,0.0,0.0,40,Clouds,2530,May,Wednesday,21
None,284.77,0.0,0.0,1,Clear,1765,May,Wednesday,22
None,283.23,0.0,0.0,75,Clouds,1124,May,Wednesday,23
None,281.95,0.0,0.0,1,Clear,643,May,Thursday,0
None,281.47,0.0,0.0,1,Clear,392,May,Thursday,1
None,281.14,0.0,0.0,1,Clear,287,May,Thursday,2
None,280.94,0.0,0.0,1,Clear,351,May,Thursday,3
None,280.69,0.0,0.0,1,Clear,874,May,Thursday,4
None,280.7,0.0,0.0,40,Clouds,2925,May,Thursday,5
None,280.53,0.0,0.0,40,Clouds,6054,May,Thursday,6
None,282.27,0.0,0.0,20,Clouds,6845,May,Thursday,7
None,285.82,0.0,0.0,20,Clouds,5884,May,Thursday,8
None,288.32,0.0,0.0,20,Clouds,5008,May,Thursday,9
None,291.01,0.0,0.0,20,Clouds,4597,May,Thursday,10
None,293.01,0.0,0.0,40,Clouds,4932,May,Thursday,11
None,294.44,0.0,0.0,40,Clouds,5120,May,Thursday,12
None,294.56,0.0,0.0,40,Clouds,5005,May,Thursday,13
None,295.13,0.0,0.0,75,Clouds,5375,May,Thursday,14
None,295.44,0.0,0.0,90,Clouds,5666,May,Thursday,15
None,295.62,0.0,0.0,75,Clouds,6428,May,Thursday,16
None,295.37,0.0,0.0,75,Clouds,6063,May,Thursday,17
None,295.55,0.0,0.0,75,Clouds,4756,May,Thursday,18
None,294.81,0.0,0.0,75,Clouds,3028,May,Thursday,19
None,293.2,0.0,0.0,1,Clear,2759,May,Thursday,20
None,291.24,0.0,0.0,40,Clouds,2680,May,Thursday,21
None,289.28,0.0,0.0,40,Clouds,2313,May,Thursday,22
None,287.95,0.0,0.0,1,Clear,1395,May,Thursday,23
None,287.85,0.0,0.0,40,Clouds,750,May,Friday,0
None,287.0,0.0,0.0,20,Clouds,450,May,Friday,1
None,285.55,0.0,0.0,20,Clouds,330,May,Friday,2
None,284.78,0.0,0.0,20,Clouds,376,May,Friday,3
None,283.91,0.0,0.0,20,Clouds,850,May,Friday,4
None,283.33,0.0,0.0,20,Clouds,2714,May,Friday,5
None,282.52,0.0,0.0,20,Clouds,5661,May,Friday,6
None,284.17,0.0,0.0,20,Clouds,6715,May,Friday,7
None,287.85,0.0,0.0,20,Clouds,5415,May,Friday,8
None,290.31,0.0,0.0,75,Clouds,5293,May,Friday,9
None,292.55,0.0,0.0,75,Clouds,4608,May,Friday,10
None,294.56,0.0,0.0,20,Clouds,5149,May,Friday,11
None,295.14,0.0,0.0,40,Clouds,5252,May,Friday,12
None,295.48,0.0,0.0,75,Clouds,5189,May,Friday,13
None,295.46,0.0,0.0,75,Clouds,5426,May,Friday,14
None,295.67,0.0,0.0,75,Clouds,5922,May,Friday,15
None,295.73,0.0,0.0,75,Clouds,6126,May,Friday,16
None,295.69,0.0,0.0,75,Clouds,5514,May,Friday,17
None,295.64,0.0,0.0,75,Clouds,4756,May,Friday,18
None,295.14,0.0,0.0,75,Clouds,3680,May,Friday,19
None,294.04,0.0,0.0,75,Clouds,3223,May,Friday,20
None,290.54,0.0,0.0,75,Clouds,3399,May,Friday,21
None,287.42,0.0,0.0,1,Clear,3133,May,Friday,22
None,286.51,0.0,0.0,68,Clouds,2312,May,Friday,23
None,284.86,0.0,0.0,1,Clear,1689,May,Saturday,0
None,284.36,0.0,0.0,75,Clouds,1016,May,Saturday,1
None,283.33,0.0,0.0,90,Clouds,1081,May,Saturday,2
None,282.92,0.3,0.0,75,Rain,875,May,Saturday,3
None,281.64,0.0,0.0,1,Mist,946,May,Saturday,4
None,281.5,0.0,0.0,1,Mist,1435,May,Saturday,5
None,281.3,0.0,0.0,1,Mist,1718,May,Saturday,6
None,282.72,0.0,0.0,1,Haze,2026,May,Saturday,7
None,286.87,0.0,0.0,40,Haze,2763,May,Saturday,8
None,290.82,0.0,0.0,1,Clear,3897,May,Saturday,9
None,294.01,0.0,0.0,1,Clear,4194,May,Saturday,10
None,296.55,0.0,0.0,1,Clear,4755,May,Saturday,11
None,297.28,0.0,0.0,20,Clouds,5117,May,Saturday,12
None,298.02,0.0,0.0,20,Clouds,4891,May,Saturday,13
None,298.67,0.0,0.0,20,Clouds,4569,May,Saturday,14
None,298.74,0.0,0.0,1,Clear,4473,May,Saturday,15
None,299.12,0.0,0.0,5,Clear,4523,May,Saturday,16
None,299.05,0.0,0.0,1,Clear,4097,May,Saturday,17
None,298.94,0.0,0.0,1,Haze,3895,May,Saturday,18
None,298.66,0.0,0.0,1,Clear,3523,May,Saturday,19
None,296.98,0.0,0.0,5,Clear,3345,May,Saturday,20
None,291.32,0.0,0.0,1,Clear,3472,May,Saturday,21
None,289.1,0.0,0.0,1,Clear,3370,May,Saturday,22
None,287.05,0.0,0.0,1,Clear,2273,May,Saturday,23
None,285.77,0.0,0.0,1,Clear,1719,May,Sunday,0
None,285.39,0.0,0.0,1,Haze,1185,May,Sunday,1
None,284.38,0.0,0.0,1,Haze,966,May,Sunday,2
None,284.75,0.0,0.0,1,Haze,387,May,Sunday,3
None,284.21,0.0,0.0,1,Mist,326,May,Sunday,4
None,284.5,0.0,0.0,1,Haze,458,May,Sunday,5
None,283.78,0.0,0.0,1,Haze,898,May,Sunday,6
None,285.41,0.0,0.0,20,Clouds,1210,May,Sunday,7
None,289.62,0.0,0.0,20,Clouds,1954,May,Sunday,8
None,293.01,0.0,0.0,20,Clouds,2844,May,Sunday,9
None,295.82,0.0,0.0,20,Clouds,3603,May,Sunday,10
None,297.88,0.0,0.0,20,Clouds,4348,May,Sunday,11
None,299.27,0.0,0.0,20,Clouds,4642,May,Sunday,12
None,300.07,0.0,0.0,40,Clouds,4691,May,Sunday,13
None,301.08,0.0,0.0,75,Clouds,4332,May,Sunday,14
None,301.62,0.0,0.0,75,Clouds,4263,May,Sunday,15
None,301.66,0.0,0.0,75,Clouds,4399,May,Sunday,16
None,301.48,0.0,0.0,75,Clouds,4093,May,Sunday,17
None,300.92,0.0,0.0,75,Clouds,3778,May,Sunday,18
None,300.09,0.0,0.0,75,Clouds,3442,May,Sunday,19
None,298.73,0.0,0.0,75,Clouds,3180,May,Sunday,20
None,296.72,0.0,0.0,75,Clouds,2624,May,Sunday,21
None,295.52,0.0,0.0,1,Clear,1939,May,Sunday,22
None,295.05,0.0,0.0,40,Clouds,1166,May,Sunday,23
None,294.57,0.0,0.0,40,Clouds,775,May,Monday,0
None,293.97,0.0,0.0,20,Clouds,457,May,Monday,1
None,293.49,0.0,0.0,20,Clouds,349,May,Monday,2
None,293.17,0.0,0.0,20,Clouds,339,May,Monday,3
None,292.78,0.0,0.0,40,Clouds,896,May,Monday,4
None,292.53,0.0,0.0,75,Clouds,2906,May,Monday,5
None,292.85,0.0,0.0,75,Thunderstorm,5918,May,Monday,6
None,292.95,0.0,0.0,75,Rain,6414,May,Monday,7
None,293.63,0.0,0.0,90,Clouds,5791,May,Monday,8
None,294.72,0.0,0.0,90,Clouds,4675,May,Monday,9
None,294.54,0.0,0.0,90,Rain,4326,May,Monday,10
None,295.25,0.0,0.0,90,Rain,4627,May,Monday,11
None,296.87,0.25,0.0,75,Rain,4754,May,Monday,12
None,298.96,0.0,0.0,75,Clouds,4778,May,Monday,13
None,300.52,0.0,0.0,75,Clouds,5328,May,Monday,14
None,299.67,0.0,0.0,90,Clouds,5886,May,Monday,15
None,298.35,0.0,0.0,90,Clouds,6653,May,Monday,16
None,296.85,0.0,0.0,90,Clouds,6550,May,Monday,17
None,296.19,0.0,0.0,90,Thunderstorm,4828,May,Monday,18
None,296.19,0.0,0.0,90,Rain,4828,May,Monday,18
None,295.29,0.0,0.0,90,Thunderstorm,3201,May,Monday,19
None,295.29,0.0,0.0,90,Drizzle,3201,May,Monday,19
None,293.29,0.51,0.0,90,Rain,2482,May,Monday,20
None,293.29,0.51,0.0,90,Thunderstorm,2482,May,Monday,20
None,292.37,0.51,0.0,75,Rain,2293,May,Monday,21
None,292.37,0.51,0.0,75,Thunderstorm,2293,May,Monday,21
None,292.37,0.51,0.0,75,Drizzle,2293,May,Monday,21
None,291.35,0.0,0.0,40,Rain,1651,May,Monday,22
None,290.86,0.0,0.0,40,Rain,1186,May,Monday,23
None,290.59,0.51,0.0,90,Rain,657,May,Tuesday,0
None,290.8,0.0,0.0,40,Rain,432,May,Tuesday,1
None,290.77,0.0,0.0,90,Rain,314,May,Tuesday,2
None,291.18,0.0,0.0,90,Clouds,346,May,Tuesday,3
None,291.03,0.0,0.0,40,Clouds,877,May,Tuesday,4
None,290.99,0.0,0.0,40,Mist,3058,May,Tuesday,5
None,290.99,0.0,0.0,40,Thunderstorm,3058,May,Tuesday,5
None,290.58,0.0,0.0,75,Mist,6167,May,Tuesday,6
None,290.58,0.0,0.0,75,Thunderstorm,6167,May,Tuesday,6
None,290.84,0.0,0.0,40,Mist,6409,May,Tuesday,7
None,292.43,0.0,0.0,40,Mist,5301,May,Tuesday,8
None,294.56,0.0,0.0,75,Mist,4652,May,Tuesday,10
None,294.88,0.0,0.0,75,Mist,4652,May,Tuesday,10
None,296.5,0.0,0.0,75,Clouds,4621,May,Tuesday,11
None,297.59,0.0,0.0,75,Clouds,4885,May,Tuesday,12
None,300.28,0.0,0.0,40,Clouds,5398,May,Tuesday,14
None,300.18,0.0,0.0,40,Clouds,5398,May,Tuesday,14
None,300.52,0.0,0.0,40,Clouds,6062,May,Tuesday,15
None,301.03,0.0,0.0,40,Clouds,6670,May,Tuesday,16
None,300.06,0.0,0.0,1,Haze,4611,May,Tuesday,18
None,299.88,0.0,0.0,75,Haze,4611,May,Tuesday,18
None,299.04,0.0,0.0,75,Haze,3456,May,Tuesday,19
None,297.97,0.0,0.0,1,Thunderstorm,2933,May,Tuesday,20
None,296.29,0.25,0.0,1,Rain,2804,May,Tuesday,21
None,296.29,0.25,0.0,1,Drizzle,2804,May,Tuesday,21
None,293.89,0.0,0.0,40,Clouds,1871,May,Tuesday,22
None,292.3,0.0,0.0,20,Clouds,1129,May,Tuesday,23
None,291.31,0.0,0.0,1,Clear,718,May,Wednesday,0
None,290.84,0.0,0.0,40,Clouds,454,May,Wednesday,1
None,290.45,0.0,0.0,20,Clouds,323,May,Wednesday,2
None,290.18,0.6,0.0,40,Rain,356,May,Wednesday,3
None,289.98,0.0,0.0,40,Clouds,912,May,Wednesday,4
None,290.04,0.0,0.0,75,Clouds,2981,May,Wednesday,5
None,290.12,0.0,0.0,75,Clouds,6038,May,Wednesday,6
None,290.86,0.0,0.0,90,Clouds,6658,May,Wednesday,7
None,292.62,0.0,0.0,90,Clouds,5879,May,Wednesday,8
None,292.8,3.3,0.0,90,Rain,4506,May,Wednesday,10
None,292.8,3.3,0.0,90,Thunderstorm,4506,May,Wednesday,10
None,292.8,3.3,0.0,90,Mist,4506,May,Wednesday,10
None,293.58,2.54,0.0,90,Rain,4506,May,Wednesday,10
None,292.18,0.51,0.0,75,Rain,4885,May,Wednesday,11
None,292.18,0.51,0.0,75,Thunderstorm,4885,May,Wednesday,11
None,292.56,0.0,0.0,75,Rain,4918,May,Wednesday,12
None,293.98,0.0,0.0,75,Rain,5295,May,Wednesday,14
None,293.98,0.0,0.0,75,Thunderstorm,5295,May,Wednesday,14
None,294.42,0.0,0.0,90,Rain,5295,May,Wednesday,14
None,294.42,0.0,0.0,90,Drizzle,5295,May,Wednesday,14
None,294.95,0.6,0.0,90,Rain,5537,May,Wednesday,15
None,295.79,0.0,0.0,90,Rain,6446,May,Wednesday,16
None,296.46,0.0,0.0,75,Clouds,4603,May,Wednesday,18
None,296.5,0.0,0.0,75,Clouds,4603,May,Wednesday,18
None,296.37,0.0,0.0,20,Clouds,3465,May,Wednesday,19
None,295.45,0.0,0.0,20,Clouds,3140,May,Wednesday,20
None,293.62,0.0,0.0,20,Clouds,2945,May,Wednesday,21
None,292.99,0.0,0.0,40,Thunderstorm,2000,May,Wednesday,22
None,291.69,0.0,0.0,1,Mist,1696,May,Wednesday,23
None,291.15,0.0,0.0,20,Mist,654,May,Thursday,0
None,291.03,0.0,0.0,40,Mist,440,May,Thursday,1
None,290.97,1.52,0.0,90,Rain,301,May,Thursday,2
None,290.97,1.52,0.0,90,Thunderstorm,301,May,Thursday,2
None,290.97,1.52,0.0,90,Mist,301,May,Thursday,2
None,290.79,10.92,0.0,90,Rain,356,May,Thursday,3
None,290.79,10.92,0.0,90,Thunderstorm,356,May,Thursday,3
None,290.79,10.92,0.0,90,Mist,356,May,Thursday,3
None,290.14,1.78,0.0,90,Rain,1050,May,Thursday,4
None,290.14,1.78,0.0,90,Thunderstorm,1050,May,Thursday,4
None,290.14,1.78,0.0,90,Mist,1050,May,Thursday,4
None,289.64,0.0,0.0,90,Rain,3029,May,Thursday,5
None,289.64,0.0,0.0,90,Mist,3029,May,Thursday,5
None,289.28,0.0,0.0,90,Mist,6075,May,Thursday,6
None,289.28,0.0,0.0,90,Rain,6075,May,Thursday,6
None,289.52,0.0,0.0,90,Clouds,6983,May,Thursday,7
None,290.15,0.0,0.0,75,Clouds,6176,May,Thursday,8
None,293.71,0.0,0.0,20,Clouds,4694,May,Thursday,10
None,294.01,0.0,0.0,20,Clouds,4694,May,Thursday,10
None,295.48,0.0,0.0,1,Clear,4919,May,Thursday,11
None,297.06,0.0,0.0,1,Clear,5211,May,Thursday,12
None,298.66,0.0,0.0,20,Clouds,5311,May,Thursday,14
None,298.75,0.0,0.0,20,Clouds,5311,May,Thursday,14
None,299.47,0.0,0.0,40,Clouds,5726,May,Thursday,15
None,299.45,0.0,0.0,40,Clouds,6352,May,Thursday,16
None,299.25,0.0,0.0,1,Clear,4729,May,Thursday,18
None,299.02,0.0,0.0,75,Clouds,4729,May,Thursday,18
None,298.04,0.0,0.0,90,Clouds,3724,May,Thursday,19
None,296.56,0.0,0.0,90,Clouds,3399,May,Thursday,20
None,294.27,0.0,0.0,1,Clear,3190,May,Thursday,21
None,293.08,0.0,0.0,1,Clear,2621,May,Thursday,22
None,292.21,0.0,0.0,90,Clouds,1363,May,Thursday,23
None,290.93,0.0,0.0,1,Clear,786,May,Friday,0
None,290.36,0.0,0.0,1,Clear,487,May,Friday,1
None,290.42,0.0,0.0,90,Clouds,327,May,Friday,2
None,290.93,0.3,0.0,90,Rain,382,May,Friday,3
None,291.31,0.51,0.0,90,Rain,826,May,Friday,4
None,291.37,0.0,0.0,90,Rain,2651,May,Friday,5
None,291.44,0.0,0.0,90,Rain,5332,May,Friday,6
None,291.63,0.0,0.0,75,Rain,6092,May,Friday,7
None,291.68,0.0,0.0,90,Rain,5165,May,Friday,8
None,291.62,1.02,0.0,90,Rain,4507,May,Friday,10
None,291.62,1.02,0.0,90,Drizzle,4507,May,Friday,10
None,291.5,1.4,0.0,90,Rain,4507,May,Friday,10
None,291.5,1.4,0.0,90,Drizzle,4507,May,Friday,10
None,290.73,2.16,0.0,90,Rain,4856,May,Friday,11
None,290.73,2.16,0.0,90,Mist,4856,May,Friday,11
None,290.82,0.76,0.0,90,Rain,5181,May,Friday,12
None,290.82,0.76,0.0,90,Mist,5181,May,Friday,12
None,290.82,0.76,0.0,90,Drizzle,5181,May,Friday,12
None,290.87,0.89,0.0,90,Rain,5095,May,Friday,14
None,290.87,0.89,0.0,90,Mist,5095,May,Friday,14
None,290.9,0.89,0.0,90,Rain,5095,May,Friday,14
None,290.9,0.89,0.0,90,Mist,5095,May,Friday,14
None,290.82,0.64,0.0,90,Rain,5406,May,Friday,15
None,290.82,0.64,0.0,90,Mist,5406,May,Friday,15
None,290.82,0.64,0.0,90,Drizzle,5406,May,Friday,15
None,290.92,0.0,0.0,90,Drizzle,5597,May,Friday,16
None,290.92,0.0,0.0,90,Rain,5597,May,Friday,16
None,290.92,0.0,0.0,90,Mist,5597,May,Friday,16
None,291.24,0.0,0.0,90,Rain,4252,May,Friday,18
None,291.24,0.0,0.0,90,Mist,4252,May,Friday,18
None,291.24,0.0,0.0,90,Drizzle,4252,May,Friday,18
None,291.38,0.0,0.0,90,Drizzle,4252,May,Friday,18
None,291.38,0.0,0.0,90,Rain,4252,May,Friday,18
None,291.45,0.25,0.0,75,Rain,3481,May,Friday,19
None,291.04,0.0,0.0,40,Clouds,2777,May,Friday,20
None,290.26,0.0,0.0,75,Clouds,2901,May,Friday,21
None,289.96,0.0,0.0,75,Mist,2686,May,Friday,22
None,289.65,0.0,0.0,90,Mist,1875,May,Friday,23
None,289.46,0.0,0.0,90,Mist,1452,May,Saturday,0
None,289.27,0.0,0.0,90,Mist,970,May,Saturday,1
None,289.27,0.0,0.0,90,Rain,970,May,Saturday,1
None,289.19,0.0,0.0,40,Mist,910,May,Saturday,2
None,289.19,0.0,0.0,40,Rain,910,May,Saturday,2
None,288.85,0.0,0.0,40,Mist,644,May,Saturday,3
None,288.85,0.0,0.0,40,Fog,644,May,Saturday,3
None,288.69,0.0,0.0,90,Mist,692,May,Saturday,4
None,288.65,0.0,0.0,90,Mist,1106,May,Saturday,5
None,288.65,0.0,0.0,90,Fog,1106,May,Saturday,5
None,288.65,0.0,0.0,90,Rain,1106,May,Saturday,5
None,288.56,0.0,0.0,90,Mist,1498,May,Saturday,6
None,288.56,0.0,0.0,90,Fog,1498,May,Saturday,6
None,288.56,0.0,0.0,90,Rain,1498,May,Saturday,6
None,288.62,0.0,0.0,90,Mist,1994,May,Saturday,7
None,288.62,0.0,0.0,90,Fog,1994,May,Saturday,7
None,288.95,0.0,0.0,90,Mist,1941,May,Saturday,8
None,289.22,0.0,0.0,90,Mist,3587,May,Saturday,10
None,289.3,0.0,0.0,90,Mist,3587,May,Saturday,10
None,289.97,0.0,0.0,90,Clouds,4048,May,Saturday,11
None,290.76,0.0,0.0,90,Rain,4213,May,Saturday,12
None,290.96,0.51,0.0,90,Rain,4274,May,Saturday,14
None,290.96,0.51,0.0,90,Mist,4274,May,Saturday,14
None,290.93,0.76,0.0,90,Rain,4274,May,Saturday,14
None,290.93,0.76,0.0,90,Mist,4274,May,Saturday,14
None,291.03,1.27,0.0,75,Rain,4143,May,Saturday,15
None,291.03,1.27,0.0,75,Mist,4143,May,Saturday,15
None,291.03,1.27,0.0,75,Thunderstorm,4143,May,Saturday,15
None,291.03,1.27,0.0,75,Drizzle,4143,May,Saturday,15
None,290.83,0.51,0.0,90,Rain,3941,May,Saturday,16
None,290.83,0.51,0.0,90,Mist,3941,May,Saturday,16
